,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
74,2019,2019,CT,Connecticut,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,24.9,24.9,,,21.1,29.1,614.0,,25 - 34,,,,,"(41.56266102000046, -72.64984095199964)",PA,PA1,Q045,VALUE,9,Age (years),25 - 34,AGEYR,AGEYR2534
75,2022,2022,MO,Missouri,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.3,24.3,,,22.9,25.8,5919.0,,,,,,Non-Hispanic White,"(38.635790776000476, -92.56630005299968)",PA,PA1,Q047,VALUE,29,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
76,2018,2018,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.6,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(38.89037138500049, -77.03196112699965)",PA,PA1,Q047,VALUE,11,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
77,2011,2011,NY,New York,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,26.5,26.5,,,23.1,30.2,1044.0,,35 - 44,,,,,"(42.827001032, -75.543970427)",PA,PA1,Q047,VALUE,36,Age (years),35 - 44,AGEYR,AGEYR3544
78,2013,2013,MO,Missouri,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.0,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(38.635790776, -92.566300053)",OWS,OWS1,Q036,VALUE,29,Race/Ethnicity,Other,RACE,RACEOTH
79,2016,2016,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.2,26.2,,,20.3,33.2,352.0,,,Less than high school,,,,"(47.066528972, -109.424420645)",OWS,OWS1,Q036,VALUE,30,Education,Less than high school,EDU,EDUHS
80,2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,19.2,19.2,,,16.5,22.3,1349.0,,,,,"$50,000 - $74,999",,"(47.066528972, -109.424420645)",PA,PA1,Q047,VALUE,30,Income,"$50,000 - $74,999",INC,INC5075
81,2016,2016,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.1,39.1,,,26.8,52.9,105.0,,,,,,Hispanic,"(35.68094058, -85.774490914)",OWS,OWS1,Q036,VALUE,47,Race/Ethnicity,Hispanic,RACE,RACEHIS
82,2011,2011,KS,Kansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,45.5,45.5,,,42.8,48.2,2245.0,,,,,"$25,000 - $34,999",,"(38.3477403, -98.200781227)",PA,PA1,Q043,VALUE,20,Income,"$25,000 - $34,999",INC,INC2535
83,2011,2011,NC,North Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,28.1,28.1,,,24.4,32.2,1260.0,,,,,"$50,000 - $74,999",,"(35.466220975, -79.159250463)",PA,PA1,Q045,VALUE,37,Income,"$50,000 - $74,999",INC,INC5075
84,2015,2015,DE,Delaware,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,51.0,51.0,,,40.8,61.2,234.0,,,,,"Less than $15,000",,"(39.008830667, -75.577741168)",PA,PA1,Q047,VALUE,10,Income,"Less than $15,000",INC,INCLESS15
85,2016,2016,IA,Iowa,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,21.7,21.7,,,20.0,23.5,3201.0,,,,Male,,,"(42.469400913, -93.816490556)",PA,PA1,Q047,VALUE,19,Gender,Male,GEN,MALE
86,2021,2021,CA,California,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,29.7,29.7,,,24.3,35.8,540.0,,,,,"$35,000 - $49,999",,"(37.63864012300047, -120.99999953799971)",FV,FV1,Q019,VALUE,6,Income,"$35,000 - $49,999",INC,INC3550
87,2013,2013,MI,Michigan,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,33.1,33.1,,,31.4,34.9,5124.0,,,,Male,,,"(44.661319543001, -84.71439027)",PA,PA1,Q046,VALUE,26,Gender,Male,GEN,MALE
88,2012,2012,NE,Nebraska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,14.5,14.5,,,12.0,17.6,1016.0,,18 - 24,,,,,"(41.641040988001, -99.365720623)",PA,PA1,Q047,VALUE,31,Age (years),18 - 24,AGEYR,AGEYR1824
89,2012,2012,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.1,24.1,,,22.4,25.9,3478.0,,,College graduate,,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q036,VALUE,37,Education,College graduate,EDU,EDUCOGRAD
90,2013,2013,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.9,33.9,,,29.2,38.8,758.0,,,,,"$50,000 - $74,999",,"(32.745510099, -89.538030825)",OWS,OWS1,Q036,VALUE,28,Income,"$50,000 - $74,999",INC,INC5075
91,2013,2013,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.1,35.1,,,33.6,36.7,5850.0,,,,,,Non-Hispanic White,"(35.472031356, -97.521070214)",OWS,OWS1,Q037,VALUE,40,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
92,2011,2011,ND,North Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,15.5,15.5,,,11.8,20.0,551.0,,,,,"$25,000 - $34,999",,"(47.475319779, -100.118421049)",PA,PA1,Q044,VALUE,38,Income,"$25,000 - $34,999",INC,INC2535
93,2019,2019,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,38.3,38.3,,,25.1,53.5,130.0,,,,,,Asian,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Race/Ethnicity,Asian,RACE,RACEASN
94,2020,2020,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,10.2,10.2,,,8.7,11.9,1854.0,,,,,"$75,000 or greater",,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q047,VALUE,30,Income,"$75,000 or greater",INC,INC75PLUS
95,2019,2019,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.5,32.5,,,30.2,34.9,8046.0,,,,Female,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,VALUE,12,Gender,Female,GEN,FEMALE
96,2016,2016,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,26.5,26.5,,,20.9,33.0,280.0,,18 - 24,,,,,"(44.393191174, -89.816370742)",OWS,OWS1,Q037,VALUE,55,Age (years),18 - 24,AGEYR,AGEYR1824
97,2018,2018,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,31.0,31.0,,,25.4,37.1,402.0,,,,,"$25,000 - $34,999",,"(35.466220975000454, -79.15925046299964)",OWS,OWS1,Q037,VALUE,37,Income,"$25,000 - $34,999",INC,INC2535
98,2013,2013,WA,Washington,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,25.4,25.4,,,23.8,27.0,4287.0,,,College graduate,,,,"(47.522278629, -120.47001079)",PA,PA1,Q044,VALUE,53,Education,College graduate,EDU,EDUCOGRAD
99,2019,2019,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,15.7,15.7,,,12.9,19.1,697.0,,35 - 44,,,,,"(35.47203135600046, -97.52107021399968)",PA,PA1,Q044,VALUE,40,Age (years),35 - 44,AGEYR,AGEYR3544
100,2019,2019,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,23.1,23.1,,,19.6,27.1,843.0,,,,,"$35,000 - $49,999",,"(21.304850435000446, -157.85774940299973)",PA,PA1,Q044,VALUE,15,Income,"$35,000 - $49,999",INC,INC3550
101,2015,2015,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,40.4,40.4,,,37.4,43.6,2020.0,,,High school graduate,,,,"(35.472031356, -97.521070214)",PA,PA1,Q047,VALUE,40,Education,High school graduate,EDU,EDUHSGRAD
102,2013,2013,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,37.2,37.2,,,35.8,38.7,8118.0,,,,,,Non-Hispanic White,"(47.066528972, -109.424420645)",OWS,OWS1,Q037,VALUE,30,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
103,2017,2017,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,26.6,26.6,,,19.1,35.7,190.0,,,,,"Less than $15,000",,"(13.444304, 144.793731)",PA,PA1,Q045,VALUE,66,Income,"Less than $15,000",INC,INCLESS15
104,2017,2017,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,45.5,45.5,,,31.8,59.9,79.0,,,,,,Asian,"(38.635790776, -92.566300053)",PA,PA1,Q043,VALUE,29,Race/Ethnicity,Asian,RACE,RACEASN
105,2011,2011,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.0,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(41.641040988001, -99.365720623)",OWS,OWS1,Q036,VALUE,31,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
106,2019,2019,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.2,24.2,,,13.4,39.7,89.0,,,,,,American Indian/Alaska Native,"(42.82700103200045, -75.54397042699964)",OWS,OWS1,Q036,VALUE,36,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
107,2020,2020,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.1,35.1,,,32.9,37.2,4152.0,,,High school graduate,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Education,High school graduate,EDU,EDUHSGRAD
108,2013,2013,KY,Kentucky,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,31.7,31.7,,,29.4,34.1,2700.0,,,College graduate,,,,"(37.645970271, -84.774971048)",PA,PA1,Q045,VALUE,21,Education,College graduate,EDU,EDUCOGRAD
109,2012,2012,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.0,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(47.475319779, -100.118421049)",OWS,OWS1,Q036,VALUE,38,Race/Ethnicity,Other,RACE,RACEOTH
110,2020,2020,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,14.3,14.3,,,9.7,20.6,245.0,,18 - 24,,,,,"(43.65595011300047, -71.50036091999965)",PA,PA1,Q047,VALUE,33,Age (years),18 - 24,AGEYR,AGEYR1824
111,2019,2019,ID,Idaho,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,43.7,43.7,,,39.9,47.6,1557.0,,,Some college or technical school,,,,"(43.682630005000476, -114.3637300419997)",PA,PA1,Q045,VALUE,16,Education,Some college or technical school,EDU,EDUCOTEC
112,2013,2013,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.5,32.5,,,26.8,38.8,514.0,,,,,"$15,000 - $24,999",,"(64.845079957001, -147.722059036)",OWS,OWS1,Q037,VALUE,2,Income,"$15,000 - $24,999",INC,INC1525
113,2013,2013,WA,Washington,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,14.9,14.9,,,11.7,18.7,500.0,,,,,,Hispanic,"(47.522278629, -120.47001079)",PA,PA1,Q044,VALUE,53,Race/Ethnicity,Hispanic,RACE,RACEHIS
114,2015,2015,TN,Tennessee,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,17.5,17.5,,,15.5,19.7,2020.0,,65 or older,,,,,"(35.68094058, -85.774490914)",PA,PA1,Q046,VALUE,47,Age (years),65 or older,AGEYR,AGEYR65PLUS
115,2022,2022,MT,Montana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.5,34.5,,,30.7,38.5,781.0,,35 - 44,,,,,"(47.06652897200047, -109.42442064499971)",OWS,OWS1,Q037,VALUE,30,Age (years),35 - 44,AGEYR,AGEYR3544
116,2017,2017,CT,Connecticut,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,55.2,55.2,,,53.7,56.8,7413.0,,,,,,Non-Hispanic White,"(41.56266102, -72.649840952)",PA,PA1,Q043,VALUE,9,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
117,2019,2019,KY,Kentucky,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,23.2,23.2,,,19.6,27.2,1541.0,,55 - 64,,,,,"(37.645970271000465, -84.77497104799966)",FV,FV1,Q019,VALUE,21,Age (years),55 - 64,AGEYR,AGEYR5564
118,2016,2016,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,31.9,31.9,,,29.5,34.4,4070.0,,,,,,Non-Hispanic White,"(34.748650124, -92.274490743)",PA,PA1,Q047,VALUE,5,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
119,2013,2013,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,23.5,23.5,,,21.6,25.7,4137.0,,,,Female,,,"(38.635790776, -92.566300053)",PA,PA1,Q046,VALUE,29,Gender,Female,GEN,FEMALE
